Time - Measured Velocity,Spool Rev/Sec - Measured Velocity,Time - Measured Diameter,Diameter (mm) - Measured Diameter,Time - Target Velocity,Spool Rev/Sec - Target Velocity,Time - Predicted Diameter,Diameter (mm) - Predicted Diameter,Time - Temperature,Diameter (mm) - Temperature,Time - Stage Direction,Spool Rev/Sec - Stage Direction
6404,0.966667,6404,0.38227,6404,1,6404,0.317624,6404,95.3671,6404,0
6405,0.966667,6405,0.38227,6405,1,6405,0.317624,6405,95.3671,6405,0
6406,0.966667,6406,0.38227,6406,1,6406,0.317624,6406,94.928,6406,0
6407,1,6407,0.38227,6407,1,6407,0.317624,6407,94.928,6407,0
6408,1.03333,6408,0.38227,6408,1,6408,0.317624,6408,94.928,6408,0
6409,1.03333,6409,0.38227,6409,1,6409,0.317624,6409,94.928,6409,0
6410,1,6410,0.38227,6410,1,6410,0.317624,6410,94.928,6410,0
6411,1.03333,6411,0.3686,6411,1,6411,0.317624,6411,94.928,6411,0
6412,1.03333,6412,0.3686,6412,1,6412,0.317624,6412,94.928,6412,0
6413,1,6413,0.3686,6413,1,6413,0.317624,6413,94.928,6413,1
6414,0.966667,6414,0.3686,6414,1,6414,0.317624,6414,94.928,6414,1
6415,0.933333,6415,0.354929,6415,1,6415,0.317624,6415,94.928,6415,1
6416,0.9,6416,0.354929,6416,1,6416,0.317624,6416,94.928,6416,1
6417,0.966667,6417,0.354929,6417,1,6417,0.317624,6417,94.928,6417,1
6418,1.03333,6418,0.354929,6418,1,6418,0.317624,6418,94.928,6418,1
6419,1.06667,6419,0.3686,6419,1,6419,0.317624,6419,94.928,6419,1
6420,1.06667,6420,0.3686,6420,1,6420,0.317624,6420,94.928,6420,1
6421,1.06667,6421,0.38227,6421,1,6421,0.317624,6421,94.928,6421,1
6422,1.03333,6422,0.38227,6422,1,6422,0.317624,6422,94.928,6422,1
6423,1.03333,6423,0.38227,6423,1,6423,0.317624,6423,94.928,6423,1
6424,1.03333,6424,0.3686,6424,1,6424,0.317624,6424,94.928,6424,1
6425,1.03333,6425,0.3686,6425,1,6425,0.317624,6425,94.928,6425,1
6426,1.03333,6426,0.3686,6426,1,6426,0.317624,6426,94.928,6426,1
6427,1.06667,6427,0.3686,6427,1,6427,0.317624,6427,94.928,6427,1
6428,1.06667,6428,0.3686,6428,1,6428,0.317624,6428,94.928,6428,1
6429,1.06667,6429,0.354929,6429,1,6429,0.317624,6429,94.928,6429,1
6430,1.03333,6430,0.341259,6430,1,6430,0.317624,6430,94.928,6430,1
6431,1,6431,0.327588,6431,1,6431,0.317624,6431,94.928,6431,1
6432,0.966667,6432,0.327588,6432,1,6432,0.317624,6432,94.928,6432,1
6433,0.933333,6433,0.313918,6433,1,6433,0.317624,6433,94.928,6433,1
6434,0.9,6434,0.313918,6434,1,6434,0.317624,6434,94.928,6434,1
6435,0.933333,6435,0.300248,6435,1,6435,0.317624,6435,94.928,6435,1
6436,0.966667,6436,0.300248,6436,1,6436,0.317624,6436,94.928,6436,1
6437,0.966667,6437,0.300248,6437,1,6437,0.317624,6437,94.928,6437,1
6438,0.966667,6438,0.300248,6438,1,6438,0.317624,6438,94.928,6438,1
6439,1,6439,0.300248,6439,1,6439,0.317624,6439,95.3671,6439,1
6440,1,6440,0.300248,6440,1,6440,0.317624,6440,94.928,6440,1
6441,0.966667,6441,0.300248,6441,1,6441,0.317624,6441,94.928,6441,1
6442,0.966667,6442,0.327588,6442,1,6442,0.317624,6442,94.928,6442,1
6443,1,6443,0.327588,6443,1,6443,0.317624,6443,94.928,6443,1
6444,1,6444,0.341259,6444,1,6444,0.317624,6444,94.928,6444,1
6445,1.03333,6445,0.354929,6445,1,6445,0.317624,6445,94.928,6445,1
6446,1.03333,6446,0.3686,6446,1,6446,0.317624,6446,94.928,6446,1
6447,1.06667,6447,0.3686,6447,1,6447,0.317624,6447,94.928,6447,1
6448,1.03333,6448,0.3686,6448,1,6448,0.317624,6448,95.3671,6448,1
6449,1.03333,6449,0.38227,6449,1,6449,0.317624,6449,95.3671,6449,1
6450,1.03333,6450,0.395941,6450,1,6450,0.317624,6450,95.3671,6450,1
6451,1,6451,0.395941,6451,1,6451,0.317624,6451,95.3671,6451,1
6452,0.966667,6452,0.395941,6452,1,6452,0.317624,6452,95.3671,6452,1
6453,0.966667,6453,0.395941,6453,1,6453,0.317624,6453,95.3671,6453,1
6454,0.966667,6454,0.395941,6454,1,6454,0.317624,6454,95.3671,6454,1
6455,1.03333,6455,0.409611,6455,1,6455,0.317624,6455,95.3671,6455,1
6456,1.03333,6456,0.409611,6456,1,6456,0.317624,6456,95.3671,6456,1
6457,1.03333,6457,0.409611,6457,1,6457,0.317624,6457,95.3671,6457,1
6458,1.06667,6458,0.395941,6458,1,6458,0.317624,6458,94.928,6458,1
6459,1,6459,0.395941,6459,1,6459,0.317624,6459,94.928,6459,1
6460,0.966667,6460,0.38227,6460,1,6460,0.317624,6460,94.928,6460,1
6461,0.966667,6461,0.38227,6461,1,6461,0.317624,6461,94.928,6461,1
6462,0.966667,6462,0.38227,6462,1,6462,0.317624,6462,94.928,6462,1
6463,1.03333,6463,0.3686,6463,1,6463,0.317624,6463,94.928,6463,1
6464,1.03333,6464,0.3686,6464,1,6464,0.317624,6464,95.3671,6464,1
6465,1.03333,6465,0.3686,6465,1,6465,0.317624,6465,95.3671,6465,1
6466,1.03333,6466,0.3686,6466,1,6466,0.317624,6466,95.3671,6466,1
6467,1.03333,6467,0.3686,6467,1,6467,0.317624,6467,95.3671,6467,1
6468,1.03333,6468,0.354929,6468,1,6468,0.317624,6468,95.3671,6468,1
6469,1,6469,0.354929,6469,1,6469,0.317624,6469,94.928,6469,1
6470,0.966667,6470,0.3686,6470,1,6470,0.317624,6470,94.928,6470,1
6471,0.966667,6471,0.3686,6471,1,6471,0.317624,6471,94.928,6471,1
6472,0.933333,6472,0.3686,6472,1,6472,0.317624,6472,94.928,6472,1
6473,0.966667,6473,0.354929,6473,1,6473,0.317624,6473,94.928,6473,1
6474,1.03333,6474,0.3686,6474,1,6474,0.317624,6474,94.928,6474,1
6475,1,6475,0.3686,6475,1,6475,0.317624,6475,94.928,6475,1
6476,1.03333,6476,0.3686,6476,1,6476,0.317624,6476,94.928,6476,1
6477,1,6477,0.3686,6477,1,6477,0.317624,6477,94.928,6477,1
6478,1,6478,0.3686,6478,1,6478,0.317624,6478,94.928,6478,1
6479,1,6479,0.3686,6479,1,6479,0.317624,6479,94.928,6479,1
6480,1,6480,0.38227,6480,1,6480,0.317624,6480,94.928,6480,1
6481,1.03333,6481,0.38227,6481,1,6481,0.317624,6481,94.928,6481,1
6482,1.03333,6482,0.38227,6482,1,6482,0.317624,6482,94.928,6482,1
6483,1.06667,6483,0.38227,6483,1,6483,0.317624,6483,94.928,6483,1
6484,1.06667,6484,0.38227,6484,1,6484,0.317624,6484,94.928,6484,1
6485,1.03333,6485,0.38227,6485,1,6485,0.317624,6485,94.928,6485,1
6486,1.03333,6486,0.38227,6486,1,6486,0.317624,6486,94.928,6486,1
6487,1.03333,6487,0.38227,6487,1,6487,0.317624,6487,94.928,6487,1
6488,1.03333,6488,0.38227,6488,1,6488,0.317624,6488,94.928,6488,1
6489,1,6489,0.38227,6489,1,6489,0.317624,6489,94.928,6489,1
6490,0.966667,6490,0.38227,6490,1,6490,0.317624,6490,94.928,6490,1
6491,0.966667,6491,0.38227,6491,1,6491,0.317624,6491,94.928,6491,1
6492,1,6492,0.38227,6492,1,6492,0.317624,6492,94.928,6492,1
6493,1.03333,6493,0.3686,6493,1,6493,0.317624,6493,94.928,6493,1
6494,1.03333,6494,0.3686,6494,1,6494,0.317624,6494,94.928,6494,1
6495,1,6495,0.38227,6495,1,6495,0.317624,6495,94.928,6495,1
6496,1,6496,0.38227,6496,1,6496,0.317624,6496,94.928,6496,1
6497,0.966667,6497,0.38227,6497,1,6497,0.317624,6497,94.928,6497,1
6498,0.966667,6498,0.38227,6498,1,6498,0.317624,6498,94.928,6498,1
6499,1,6499,0.38227,6499,1,6499,0.317624,6499,94.928,6499,1
6500,1.03333,6500,0.38227,6500,1,6500,0.317624,6500,94.928,6500,1
6501,1,6501,0.38227,6501,1,6501,0.317624,6501,94.928,6501,1
6502,1.06667,6502,0.38227,6502,1,6502,0.317624,6502,94.928,6502,1
6503,1.06667,6503,0.3686,6503,1,6503,0.317624,6503,94.928,6503,1
6504,1.03333,6504,0.3686,6504,1,6504,0.317624,6504,94.928,6504,1
6505,1.03333,6505,0.3686,6505,1,6505,0.317624,6505,94.928,6505,1
6506,1,6506,0.3686,6506,1,6506,0.317624,6506,94.928,6506,1
6507,1,6507,0.3686,6507,1,6507,0.317624,6507,94.928,6507,1
6508,0.966667,6508,0.341259,6508,1,6508,0.317624,6508,94.928,6508,1
6509,0.933333,6509,0.341259,6509,1,6509,0.317624,6509,94.928,6509,1
6510,0.966667,6510,0.341259,6510,1,6510,0.317624,6510,94.928,6510,1
6511,1.03333,6511,0.341259,6511,1,6511,0.317624,6511,94.928,6511,1
6512,1.03333,6512,0.341259,6512,1,6512,0.317624,6512,94.928,6512,1
6513,1.06667,6513,0.341259,6513,1,6513,0.317624,6513,94.928,6513,1
6514,1.03333,6514,0.341259,6514,1,6514,0.317624,6514,94.928,6514,1
6515,1,6515,0.341259,6515,1,6515,0.317624,6515,94.928,6515,1
6516,0.933333,6516,0.3686,6516,1,6516,0.317624,6516,94.928,6516,1
6517,0.966667,6517,0.3686,6517,1,6517,0.317624,6517,95.3671,6517,1
6518,0.966667,6518,0.3686,6518,1,6518,0.317624,6518,95.3671,6518,1
6519,1,6519,0.38227,6519,1,6519,0.317624,6519,95.1336,6519,1
6520,1,6520,0.38227,6520,1,6520,0.317624,6520,95.3671,6520,1
6521,1.03333,6521,0.395941,6521,1,6521,0.317624,6521,95.1336,6521,1
6522,1,6522,0.395941,6522,1,6522,0.317624,6522,95.3671,6522,1
6523,1.03333,6523,0.395941,6523,1,6523,0.317624,6523,95.1336,6523,1
6524,1,6524,0.395941,6524,1,6524,0.317624,6524,94.928,6524,1
6525,0.966667,6525,0.409611,6525,1,6525,0.317624,6525,95.1336,6525,1
6526,0.933333,6526,0.395941,6526,1,6526,0.317624,6526,95.3671,6526,1
6527,0.9,6527,0.395941,6527,1,6527,0.317624,6527,95.3671,6527,1
6528,0.933333,6528,0.395941,6528,1,6528,0.317624,6528,95.3671,6528,1
6529,0.966667,6529,0.395941,6529,1,6529,0.317624,6529,95.3671,6529,1
6530,1,6530,0.38227,6530,1,6530,0.317624,6530,95.1336,6530,1
6531,1.03333,6531,0.38227,6531,1,6531,0.317624,6531,95.1336,6531,1
6532,1.03333,6532,0.3686,6532,1,6532,0.317624,6532,94.928,6532,1
6533,1.03333,6533,0.3686,6533,1,6533,0.317624,6533,94.928,6533,1
6534,1,6534,0.3686,6534,1,6534,0.317624,6534,94.928,6534,1
6535,1,6535,0.3686,6535,1,6535,0.317624,6535,94.928,6535,1
6536,0.966667,6536,0.354929,6536,1,6536,0.317624,6536,95.1336,6536,1
6537,1.03333,6537,0.341259,6537,1,6537,0.317624,6537,95.1336,6537,1
6538,1.03333,6538,0.327588,6538,1,6538,0.317624,6538,94.928,6538,1
6539,1.06667,6539,0.327588,6539,1,6539,0.317624,6539,94.928,6539,1
6540,1.06667,6540,0.341259,6540,1,6540,0.317624,6540,94.928,6540,1
6541,1.06667,6541,0.341259,6541,1,6541,0.317624,6541,94.928,6541,1
6542,1.03333,6542,0.341259,6542,1,6542,0.317624,6542,94.928,6542,1
6543,1.03333,6543,0.341259,6543,1,6543,0.317624,6543,94.928,6543,1
6544,1,6544,0.341259,6544,1,6544,0.317624,6544,94.928,6544,1
6545,0.966667,6545,0.341259,6545,1,6545,0.317624,6545,94.928,6545,1
6546,0.933333,6546,0.341259,6546,1,6546,0.317624,6546,94.928,6546,1
6547,0.933333,6547,0.300248,6547,1,6547,0.317624,6547,94.928,6547,1
6548,0.966667,6548,0.300248,6548,1,6548,0.317624,6548,94.928,6548,1
6549,1,6549,0.300248,6549,1,6549,0.317624,6549,94.928,6549,1
6550,1.03333,6550,0.300248,6550,1,6550,0.317624,6550,94.928,6550,1
6551,1,6551,0.300248,6551,1,6551,0.317624,6551,94.928,6551,1
6552,1,6552,0.286577,6552,1,6552,0.317624,6552,94.928,6552,1
6553,1,6553,0.286577,6553,1,6553,0.317624,6553,94.928,6553,1
6554,0.966667,6554,0.286577,6554,1,6554,0.317624,6554,94.928,6554,1
6555,0.933333,6555,0.300248,6555,1,6555,0.317624,6555,94.928,6555,1
6556,0.966667,6556,0.300248,6556,1,6556,0.317624,6556,94.928,6556,1
6557,1,6557,0.300248,6557,1,6557,0.317624,6557,94.928,6557,1
6558,1.03333,6558,0.300248,6558,1,6558,0.317624,6558,94.928,6558,1
6559,1.06667,6559,0.313918,6559,1,6559,0.317624,6559,94.928,6559,1
6560,1.06667,6560,0.313918,6560,1,6560,0.317624,6560,94.928,6560,1
6561,1.03333,6561,0.313918,6561,1,6561,0.317624,6561,94.928,6561,1
6562,1,6562,0.313918,6562,1,6562,0.317624,6562,94.928,6562,1
6563,1,6563,0.327588,6563,1,6563,0.317624,6563,94.928,6563,1
6564,0.933333,6564,0.327588,6564,1,6564,0.317624,6564,94.928,6564,1
6565,0.933333,6565,0.341259,6565,1,6565,0.317624,6565,94.928,6565,1
6566,0.9,6566,0.341259,6566,1,6566,0.317624,6566,94.928,6566,1
6567,0.933333,6567,0.354929,6567,1,6567,0.317624,6567,94.928,6567,1
6568,1,6568,0.354929,6568,1,6568,0.317624,6568,94.928,6568,1
6569,1.03333,6569,0.354929,6569,1,6569,0.317624,6569,94.928,6569,1
6570,1.03333,6570,0.354929,6570,1,6570,0.317624,6570,94.928,6570,1
6571,1.03333,6571,0.3686,6571,1,6571,0.317624,6571,94.928,6571,1
6572,1.03333,6572,0.3686,6572,1,6572,0.317624,6572,94.928,6572,1
6573,1,6573,0.3686,6573,1,6573,0.317624,6573,94.928,6573,1
6574,1,6574,0.3686,6574,1,6574,0.317624,6574,94.928,6574,1
6575,0.966667,6575,0.3686,6575,1,6575,0.317624,6575,94.928,6575,1
6576,1,6576,0.3686,6576,1,6576,0.317624,6576,94.928,6576,1
6577,1.03333,6577,0.38227,6577,1,6577,0.317624,6577,94.928,6577,1
6578,1.03333,6578,0.3686,6578,1,6578,0.317624,6578,95.3671,6578,1
6579,1.06667,6579,0.38227,6579,1,6579,0.317624,6579,94.928,6579,1
6580,1.03333,6580,0.38227,6580,1,6580,0.317624,6580,94.928,6580,1
6581,1,6581,0.395941,6581,1,6581,0.317624,6581,94.928,6581,1
6582,1,6582,0.38227,6582,1,6582,0.317624,6582,95.3671,6582,1
6583,0.966667,6583,0.38227,6583,1,6583,0.317624,6583,95.3671,6583,1
6584,0.966667,6584,0.38227,6584,1,6584,0.317624,6584,95.3671,6584,1
6585,0.933333,6585,0.38227,6585,1,6585,0.317624,6585,95.3671,6585,1
6586,0.966667,6586,0.38227,6586,1,6586,0.317624,6586,94.928,6586,1
6587,1,6587,0.354929,6587,1,6587,0.317624,6587,95.3671,6587,1
6588,1.03333,6588,0.354929,6588,1,6588,0.317624,6588,94.928,6588,1
6589,1.06667,6589,0.341259,6589,1,6589,0.317624,6589,95.3671,6589,1
6590,1.03333,6590,0.341259,6590,1,6590,0.317624,6590,95.3671,6590,1
6591,1,6591,0.341259,6591,1,6591,0.317624,6591,95.8066,6591,1
6592,0.966667,6592,0.341259,6592,1,6592,0.317624,6592,95.3671,6592,1
6593,0.966667,6593,0.327588,6593,1,6593,0.317624,6593,95.3671,6593,1
6594,1.03333,6594,0.327588,6594,1,6594,0.317624,6594,95.3671,6594,1
6595,0.966667,6595,0.327588,6595,1,6595,0.317624,6595,95.3671,6595,1
6596,1.03333,6596,0.313918,6596,1,6596,0.317624,6596,94.928,6596,1
6597,1.03333,6597,0.313918,6597,1,6597,0.317624,6597,94.928,6597,1
6598,1,6598,0.313918,6598,1,6598,0.317624,6598,94.928,6598,1
6599,1.03333,6599,0.300248,6599,1,6599,0.317624,6599,94.928,6599,1
6600,1,6600,0.300248,6600,1,6600,0.317624,6600,94.928,6600,1
6601,0.933333,6601,0.272907,6601,1,6601,0.317624,6601,95.3671,6601,1
6602,0.933333,6602,0.272907,6602,1,6602,0.317624,6602,95.3671,6602,1
6603,0.933333,6603,0.272907,6603,1,6603,0.317624,6603,94.928,6603,1
6604,0.933333,6604,0.272907,6604,1,6604,0.317624,6604,94.928,6604,1
6605,0.933333,6605,0.272907,6605,1,6605,0.317624,6605,94.928,6605,1
6606,1,6606,0.272907,6606,1,6606,0.317624,6606,94.928,6606,1
6607,1,6607,0.272907,6607,1,6607,0.317624,6607,94.928,6607,1
6608,1,6608,0.272907,6608,1,6608,0.317624,6608,94.928,6608,1
6609,1.03333,6609,0.286577,6609,1,6609,0.317624,6609,94.928,6609,1
6610,1.03333,6610,0.286577,6610,1,6610,0.317624,6610,94.928,6610,1
6611,0.966667,6611,0.286577,6611,1,6611,0.317624,6611,94.928,6611,1
6612,1,6612,0.286577,6612,1,6612,0.317624,6612,94.928,6612,1
6613,1.03333,6613,0.286577,6613,1,6613,0.317624,6613,94.928,6613,1
6614,1.03333,6614,0.272907,6614,1,6614,0.317624,6614,94.928,6614,1
6615,1.03333,6615,0.272907,6615,1,6615,0.317624,6615,94.928,6615,1
6616,1.03333,6616,0.272907,6616,1,6616,0.317624,6616,94.928,6616,1
6617,1,6617,0.272907,6617,1,6617,0.317624,6617,94.928,6617,1
6618,1.03333,6618,0.272907,6618,1,6618,0.317624,6618,94.928,6618,1
6619,1,6619,0.259236,6619,1,6619,0.317624,6619,94.928,6619,1
6620,1,6620,0.259236,6620,1,6620,0.317624,6620,94.928,6620,1
6621,0.933333,6621,0.259236,6621,1,6621,0.317624,6621,94.928,6621,1
6622,0.9,6622,0.259236,6622,1,6622,0.317624,6622,94.928,6622,1
6623,0.966667,6623,0.272907,6623,1,6623,0.317624,6623,94.928,6623,1
6624,1.03333,6624,0.272907,6624,1,6624,0.317624,6624,94.928,6624,1
6625,1,6625,0.272907,6625,1,6625,0.317624,6625,94.928,6625,1
6626,1,6626,0.272907,6626,1,6626,0.317624,6626,94.928,6626,1
6627,1,6627,0.272907,6627,1,6627,0.317624,6627,94.928,6627,1
6628,1,6628,0.272907,6628,1,6628,0.317624,6628,94.928,6628,1
6629,0.966667,6629,0.286577,6629,1,6629,0.317624,6629,94.928,6629,1
6630,1,6630,0.286577,6630,1,6630,0.317624,6630,94.928,6630,1
6631,1,6631,0.286577,6631,1,6631,0.317624,6631,94.928,6631,1
6632,1,6632,0.286577,6632,1,6632,0.317624,6632,94.928,6632,1
6633,1,6633,0.286577,6633,1,6633,0.317624,6633,94.928,6633,1
6634,1.03333,6634,0.286577,6634,1,6634,0.317624,6634,94.4892,6634,1
6635,1,6635,0.286577,6635,1,6635,0.317624,6635,94.4892,6635,1
6636,1.03333,6636,0.300248,6636,1,6636,0.317624,6636,94.4892,6636,1
6637,1.03333,6637,0.300248,6637,1,6637,0.317624,6637,94.4892,6637,1
6638,1,6638,0.300248,6638,1,6638,0.317624,6638,94.4892,6638,1
6639,1,6639,0.300248,6639,1,6639,0.317624,6639,94.4892,6639,0
6640,0.966667,6640,0.300248,6640,1,6640,0.317624,6640,94.4892,6640,0
6641,0.933333,6641,0.300248,6641,1,6641,0.317624,6641,94.4892,6641,0
6642,0.966667,6642,0.300248,6642,1,6642,0.317624,6642,94.4892,6642,0
6643,1,6643,0.300248,6643,1,6643,0.317624,6643,94.4892,6643,0
6644,1,6644,0.300248,6644,1,6644,0.317624,6644,94.4892,6644,0
6645,1,6645,0.300248,6645,1,6645,0.317624,6645,94.4892,6645,0
6646,1,6646,0.300248,6646,1,6646,0.317624,6646,94.4892,6646,0
6647,0.966667,6647,0.286577,6647,1,6647,0.317624,6647,94.4892,6647,0
6648,0.966667,6648,0.286577,6648,1,6648,0.317624,6648,94.4892,6648,0
6649,1,6649,0.286577,6649,1,6649,0.317624,6649,94.4892,6649,0
6650,1.03333,6650,0.286577,6650,1,6650,0.317624,6650,94.4892,6650,0
6651,1,6651,0.286577,6651,1,6651,0.317624,6651,94.4892,6651,0
6652,1,6652,0.286577,6652,1,6652,0.317624,6652,94.4892,6652,0
6653,1.03333,6653,0.286577,6653,1,6653,0.317624,6653,94.4892,6653,0
6654,1.03333,6654,0.286577,6654,1,6654,0.317624,6654,94.4892,6654,0
6655,1.03333,6655,0.286577,6655,1,6655,0.317624,6655,94.928,6655,0
6656,1,6656,0.286577,6656,1,6656,0.317624,6656,94.4892,6656,0
6657,1,6657,0.286577,6657,1,6657,0.317624,6657,94.4892,6657,0
6658,0.966667,6658,0.286577,6658,1,6658,0.317624,6658,94.4892,6658,0
6659,0.966667,6659,0.286577,6659,1,6659,0.317624,6659,94.4892,6659,0
6660,0.966667,6660,0.300248,6660,1,6660,0.317624,6660,94.4892,6660,0
6661,1,6661,0.300248,6661,1,6661,0.317624,6661,94.4892,6661,0
6662,1.03333,6662,0.300248,6662,1,6662,0.317624,6662,94.4892,6662,0
6663,1.06667,6663,0.313918,6663,1,6663,0.317624,6663,94.928,6663,0
6664,1.03333,6664,0.327588,6664,1,6664,0.317624,6664,94.4892,6664,0
6665,0.966667,6665,0.327588,6665,1,6665,0.317624,6665,94.928,6665,0
6666,0.966667,6666,0.327588,6666,1,6666,0.317624,6666,94.928,6666,0
6667,0.933333,6667,0.327588,6667,1,6667,0.317624,6667,94.4892,6667,0
6668,0.966667,6668,0.341259,6668,1,6668,0.317624,6668,94.4892,6668,0
6669,1,6669,0.341259,6669,1,6669,0.317624,6669,94.4892,6669,0
6670,1,6670,0.341259,6670,1,6670,0.317624,6670,94.928,6670,0
6671,1.03333,6671,0.341259,6671,1,6671,0.317624,6671,94.928,6671,0
6672,1.03333,6672,0.327588,6672,1,6672,0.317624,6672,94.928,6672,0
6673,1,6673,0.341259,6673,1,6673,0.317624,6673,94.928,6673,0
6674,1.06667,6674,0.341259,6674,1,6674,0.317624,6674,94.928,6674,0
6675,1,6675,0.341259,6675,1,6675,0.317624,6675,94.928,6675,0
6676,1,6676,0.341259,6676,1,6676,0.317624,6676,94.928,6676,0
6677,1,6677,0.354929,6677,1,6677,0.317624,6677,94.928,6677,0
6678,0.966667,6678,0.354929,6678,1,6678,0.317624,6678,94.928,6678,0
6679,1,6679,0.354929,6679,1,6679,0.317624,6679,94.928,6679,0
6680,1,6680,0.354929,6680,1,6680,0.317624,6680,95.3671,6680,0
6681,1.03333,6681,0.354929,6681,1,6681,0.317624,6681,95.3671,6681,0
6682,1.06667,6682,0.3686,6682,1,6682,0.317624,6682,95.3671,6682,0
6683,1.06667,6683,0.38227,6683,1,6683,0.317624,6683,95.3671,6683,0
6684,1,6684,0.38227,6684,1,6684,0.317624,6684,95.3671,6684,0
6685,1,6685,0.38227,6685,1,6685,0.317624,6685,95.8066,6685,0
6686,0.966667,6686,0.38227,6686,1,6686,0.317624,6686,95.8066,6686,0
6687,1,6687,0.38227,6687,1,6687,0.317624,6687,95.8066,6687,0
6688,1,6688,0.354929,6688,1,6688,0.317624,6688,95.8066,6688,0
6689,1.06667,6689,0.354929,6689,1,6689,0.317624,6689,95.8066,6689,0
6690,1.03333,6690,0.341259,6690,1,6690,0.317624,6690,95.8066,6690,0
6691,1,6691,0.327588,6691,1,6691,0.317624,6691,95.8066,6691,0
6692,1,6692,0.300248,6692,1,6692,0.317624,6692,95.8066,6692,0
6693,1,6693,0.286577,6693,1,6693,0.317624,6693,95.8066,6693,0
6694,0.966667,6694,0.286577,6694,1,6694,0.317624,6694,95.8066,6694,0
6695,0.966667,6695,0.300248,6695,1,6695,0.317624,6695,95.8066,6695,0
6696,0.9,6696,0.300248,6696,1,6696,0.317624,6696,95.3671,6696,0
6697,0.9,6697,0.300248,6697,1,6697,0.317624,6697,95.3671,6697,0
6698,0.9,6698,0.300248,6698,1,6698,0.317624,6698,95.3671,6698,0
6699,0.966667,6699,0.300248,6699,1,6699,0.317624,6699,95.3671,6699,0
6700,1,6700,0.313918,6700,1,6700,0.317624,6700,95.3671,6700,0
6701,1.03333,6701,0.327588,6701,1,6701,0.317624,6701,95.3671,6701,0
6702,1.06667,6702,0.341259,6702,1,6702,0.317624,6702,95.3671,6702,0
6703,1.03333,6703,0.38227,6703,1,6703,0.317624,6703,95.3671,6703,0
6704,1,6704,0.38227,6704,1,6704,0.317624,6704,94.928,6704,0
6705,1.03333,6705,0.38227,6705,1,6705,0.317624,6705,94.928,6705,0
6706,1.06667,6706,0.38227,6706,1,6706,0.317624,6706,94.928,6706,0
6707,1.06667,6707,0.38227,6707,1,6707,0.317624,6707,94.928,6707,0
6708,1.13333,6708,0.38227,6708,1,6708,0.317624,6708,94.928,6708,0
6709,1.13333,6709,0.38227,6709,1,6709,0.317624,6709,94.928,6709,0
6710,1.13333,6710,0.38227,6710,1,6710,0.317624,6710,94.928,6710,0
6711,1.13333,6711,0.38227,6711,1,6711,0.317624,6711,94.928,6711,0
6712,1.1,6712,0.38227,6712,1,6712,0.317624,6712,94.928,6712,0
6713,1.03333,6713,0.3686,6713,1,6713,0.317624,6713,94.928,6713,0
6714,0.966667,6714,0.341259,6714,1,6714,0.317624,6714,94.928,6714,0
6715,0.9,6715,0.341259,6715,1,6715,0.317624,6715,94.928,6715,0
6716,0.9,6716,0.327588,6716,1,6716,0.317624,6716,94.928,6716,0
6717,0.933333,6717,0.313918,6717,1,6717,0.317624,6717,94.928,6717,0
6718,0.966667,6718,0.313918,6718,1,6718,0.317624,6718,94.928,6718,0
6719,1,6719,0.300248,6719,1,6719,0.317624,6719,94.928,6719,0
6720,1,6720,0.300248,6720,1,6720,0.317624,6720,94.928,6720,0
6721,0.966667,6721,0.300248,6721,1,6721,0.317624,6721,94.928,6721,0
6722,0.933333,6722,0.300248,6722,1,6722,0.317624,6722,94.928,6722,0
6723,0.933333,6723,0.286577,6723,1,6723,0.317624,6723,94.928,6723,0
6724,0.933333,6724,0.286577,6724,1,6724,0.317624,6724,94.928,6724,0
6725,0.966667,6725,0.286577,6725,1,6725,0.317624,6725,94.928,6725,0
6726,1,6726,0.286577,6726,1,6726,0.317624,6726,94.928,6726,0
6727,1.03333,6727,0.286577,6727,1,6727,0.317624,6727,94.928,6727,0
6728,1.06667,6728,0.286577,6728,1,6728,0.317624,6728,94.928,6728,0
6729,1.06667,6729,0.286577,6729,1,6729,0.317624,6729,94.928,6729,0
6730,1.06667,6730,0.286577,6730,1,6730,0.317624,6730,94.928,6730,0
6731,1.03333,6731,0.286577,6731,1,6731,0.317624,6731,94.928,6731,0
6732,1.03333,6732,0.286577,6732,1,6732,0.317624,6732,94.928,6732,0
6733,1,6733,0.286577,6733,1,6733,0.317624,6733,94.928,6733,0
6734,1,6734,0.286577,6734,1,6734,0.317624,6734,94.928,6734,0
6735,1,6735,0.300248,6735,1,6735,0.317624,6735,94.928,6735,0
6736,1,6736,0.300248,6736,1,6736,0.317624,6736,95.3671,6736,0
6737,1.03333,6737,0.300248,6737,1,6737,0.317624,6737,94.928,6737,0
6738,1.03333,6738,0.300248,6738,1,6738,0.317624,6738,94.928,6738,0
6739,1.03333,6739,0.300248,6739,1,6739,0.317624,6739,94.928,6739,0
6740,1.03333,6740,0.300248,6740,1,6740,0.317624,6740,94.928,6740,0
6741,1,6741,0.327588,6741,1,6741,0.317624,6741,94.928,6741,0
6742,0.966667,6742,0.327588,6742,1,6742,0.317624,6742,94.928,6742,0
6743,1,6743,0.327588,6743,1,6743,0.317624,6743,94.928,6743,0
6744,1,6744,0.341259,6744,1,6744,0.317624,6744,94.928,6744,0
6745,0.966667,6745,0.354929,6745,1,6745,0.317624,6745,94.928,6745,0
